character.names.wikipedia,identifier,s01e01,s01e02,s01e03,s01e04,s01e05,s01e06,s01e07,s01e08,s01e09,s01e10,s02e01,s02e02,s02e03,s02e04,s02e05,s02e06,s02e07,s02e08,s02e09,s02e10,s03e01,s03e02,s03e03,s03e04,s03e05,s03e06,s03e07,s03e08,s03e09,s03e10,s04e01,s04e02,s04e03,s04e04,s04e05,s04e06,s04e07,s04e08,s04e09,s04e10,s05e01,s05e02,s05e03,s05e04,s05e05,s05e06,s05e07,s05e08,s05e09,s05e10,s06e01,s06e02,s06e03,s06e04,s06e05,s06e06,s06e07,s06e08,s06e09,s06e10,s07e01,s07e02,s07e03,s07e04,s07e05,s07e06,s07e07
BARRISTAN SELMY,20,0,0,0.005252100840336135,0.003692762186115214,0.007303370786516854,0.007260406582768635,0.007731958762886598,0.00894187779433681,0.007910349373764008,0.007272727272727273,0.006553795740032769,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.00588957055214724,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.005968778696051423,0.0071013557133634605,0.006784539473684211,0.0065865943432778,0.00678028220634048,0.008277289187790998,0.007863695937090432,0.0087870704534756,0.008428657435279952,0.008068001728857513,0.0077583818232197285,0.0074776338629990655,0.007268951194184839,0.007077856420626896,0.0069229818271727035,0.006709801102324467,0.00651238516106524,0.0062724014336917565,0.006068487212830516,0.005905927019616114,0.005745357545911563,0.005559416261292564,0.00545915383115617,0.00533739992375143,0.005209302325581395,0.005066039442735661,0.004904107189771433,0.004789599726308587,0.00465348180156224,0.004597701149425287,0.004597701149425287
BELICHO PAENYMION,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1200716845878136e-4,1.0836584308625921e-4,1.054629824931449e-4,1.0259567046270647e-4,9.927529038022436e-5,1.9496977968414895e-4,1.9062142584826535e-4,1.8604651162790697e-4,1.809299800977022e-4,1.7514668534897976e-4,1.7105713308244953e-4,1.6619577862722287e-4,1.6420361247947455e-4,1.6420361247947455e-4
BENJEN STARK,22,0.037267080745341616,0.02329450915141431,0.026260504201680673,0.01846381093057607,0.014044943820224719,0.012100677637947725,0.010738831615120275,0.009314456035767511,0.008239947264337508,0.007575757575757576,0.006826870562534134,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.00573921028466483,0.005379814934366258,0.005139802631578948,0.0048430840759395586,0.004581271761040865,0.004311088118641145,0.0040956749672346,0.003922799309587321,0.003762793497892836,0.003601786486097104,0.003463563313937379,0.0033382294031245826,0.003245067497403946,0.003159757330637007,0.0030906168871306715,0.003474718427989456,0.0033724851726944995,0.0032482078853046594,0.003142609449501517,0.0036912043872600717,0.0035908484661947267,0.0034746351633078527,0.003411971144472607,0.003717117804041174,0.003627906976744186,0.003528134611905193,0.0034153603643051057,0.003335614095107766,0.003240817683230846,0.0032019704433497538,0.0032019704433497538
BERIC DONDARRION,23,0,0,0,0,0,4.84027105517909e-4,4.29553264604811e-4,3.7257824143070045e-4,3.295978905735003e-4,3.0303030303030303e-4,2.7307482250136535e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.45398773006135e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.295684113865932e-4,2.1519259737465033e-4,2.0559210526315788e-4,1.9372336303758234e-4,1.832508704416346e-4,1.724435247456458e-4,1.63826998689384e-4,1.5691197238349287e-4,1.5051173991571343e-4,1.4407145944388418e-4,1.3854253255749516e-4,1.3352917612498332e-4,1.2980269989615784e-4,1.263902932254803e-4,1.2362467548522686e-4,1.1981787682722263e-4,1.1629259216187928e-4,1.1200716845878136e-4,1.0836584308625921e-4,1.054629824931449e-4,1.0259567046270647e-4,0.0011913034845626924,0.0011698186781048938,0.001143728555089592,0.002325581395348837,0.0022616247512212773,0.002189333566862247,0.0021382141635306194,0.0024098387900947315,0.003284072249589491,0.003284072249589491
BIANCA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.501950585175553e-4,7.382408774520143e-4,7.181696932389454e-4,6.949270326615705e-4,6.823942288945213e-4,6.671749904689287e-4,6.511627906976744e-4,6.332549303419576e-4,6.130133987214292e-4,5.986999657885734e-4,5.8168522519528e-4,5.747126436781609e-4,5.747126436781609e-4
BLACK WALDER RIVERS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.273149124657245e-4,0.0011285523750897712,0.0011913034845626924,0.0011698186781048938,0.001143728555089592,0.0011162790697674418,0.001085579880586213,0.0010508801120938786,0.0010263427984946972,9.971746717633372e-4,9.852216748768472e-4,9.852216748768472e-4
BOBONO,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.669267446900737e-4,0.0014764817549040286,0.0014363393864778907,0.001389854065323141,0.0013647884577890426,0.0013343499809378575,0.0013023255813953488,0.0012665098606839153,0.0012260267974428583,0.0011973999315771468,0.00116337045039056,0.0011494252873563218,0.0011494252873563218
BOWEN MARSH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1629259216187928e-4,1.1200716845878136e-4,1.0836584308625921e-4,1.054629824931449e-4,1.0259567046270647e-4,9.927529038022436e-5,9.748488984207447e-5,9.531071292413267e-5,9.302325581395348e-5,9.04649900488511e-5,8.757334267448988e-5,8.552856654122477e-5,8.309788931361143e-5,8.210180623973728e-5,8.210180623973728e-5
BRAN STARK,30,0.043478260869565216,0.02329450915141431,0.01995798319327731,0.01846381093057607,0.025842696629213482,0.026137463697967087,0.023195876288659795,0.02608047690014903,0.023071852340145024,0.023636363636363636,0.023484434735117424,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02110429447852761,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.02662993572084481,0.024962341295459437,0.023848684210526317,0.023827973653622627,0.022539857064321055,0.021210553543714435,0.020150720838794232,0.019300172603169623,0.018512944009632753,0.01772078951159775,0.018149071765031864,0.017492322072372814,0.017004153686396677,0.016557128412537918,0.01619483248856472,0.017493410016774503,0.019071985114548204,0.018369175627240143,0.018747290853922842,0.01887787386627294,0.01836462501282446,0.017770276978060162,0.017449795281731333,0.017251239039268014,0.016930232558139535,0.016464628188890898,0.016726508450827567,0.018132056106739652,0.017699850423799235,0.017487684729064038,0.017487684729064038
BRIENNE OF TARTH,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006005424254165052,0.00678028220634048,0.010519055009484394,0.01261467889908257,0.01208222187352895,0.012793497892835641,0.012246074052730154,0.011776115267387088,0.011349979970623581,0.011033229491173416,0.011122345803842264,0.011002596118185189,0.011382698298586149,0.011047796255378533,0.011088709677419355,0.011378413524057216,0.011073613161780215,0.01077254539858418,0.013402164201330289,0.013160460128680055,0.01286694624475791,0.012930232558139534,0.012574633616790303,0.012172694631754095,0.013000342114266164,0.012630879175668939,0.012479474548440065,0.012479474548440065
BRONN,32,0,0,0,7.385524372230429e-4,0.0016853932584269663,0.002420135527589545,0.002147766323024055,0.004098360655737705,0.012524719841793012,0.011515151515151515,0.01064991807755325,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.010306748466257669,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009641873278236915,0.009038089089735314,0.008634868421052632,0.008136381247578458,0.007696536558548653,0.010346611484738748,0.009829619921363041,0.015220461321198808,0.014599638771824202,0.01555971761993949,0.01690218897201441,0.016290559487247964,0.016484942886812046,0.016304347826086956,0.015947583137594264,0.015456506110711718,0.015001744388882429,0.014448924731182795,0.013979193758127438,0.013604724741615693,0.0142607981943162,0.015189119428174327,0.014915188145837395,0.01534502478078536,0.014976744186046512,0.014564863397865026,0.014099308170592871,0.015566199110502908,0.016120990526840618,0.01592775041050903,0.01592775041050903
BRYNDEN TULLY,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.001147842056932966,0.0010759629868732515,0.0010279605263157894,9.686168151879117e-4,9.16254352208173e-4,8.62217623728229e-4,8.1913499344692e-4,7.845598619174643e-4,7.525586995785671e-4,7.203572972194209e-4,6.927126627874758e-4,6.676458806249165e-4,6.490134994807892e-4,6.319514661274014e-4,6.181233774261342e-4,5.990893841361131e-4,5.814629608093965e-4,5.600358422939068e-4,5.41829215431296e-4,5.273149124657245e-4,0.00174412639786601,0.00387173632482875,0.0038019107038409048,0.003717117804041174,0.003627906976744186,0.003528134611905193,0.0034153603643051057,0.003335614095107766,0.003240817683230846,0.0032019704433497538,0.0032019704433497538
CAMELLO,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001625487646293888,0.0017928707023834635,0.00174412639786601,0.0016876799364638141,0.001657243127315266,0.0016202821197102554,0.0015813953488372093,0.0015379048308304685,0.001488746825466328,0.001453985631200821,0.0014126641183313945,0.0013957307060755337,0.0013957307060755337
CATELYN STARK,37,0.10248447204968944,0.08985024958402663,0.07773109243697479,0.059084194977843424,0.052808988764044947,0.045982575024201354,0.040807560137457045,0.043591654247391955,0.04680290046143705,0.04666666666666667,0.04533042053522665,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.041226993865030676,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.04247015610651974,0.03981063051431031,0.03803453947368421,0.03583882216195273,0.033901411031702404,0.03190205207794447,0.030307994757536042,0.02902871489094618,0.027844671884406983,0.02665321999711857,0.025630368523136604,0.024702897583121913,0.0240134994807892,0.02338220424671385,0.022870564964766967,0.022166307213036186,0.021514129549947667,0.020721326164874553,0.020047680970957955,0.019510651761231807,0.0189801990356007,0.018365928720341505,0.018034704620783777,0.017632481890964544,0.017209302325581394,0.016736023159037453,0.016201068394780627,0.015822784810126583,0.015373109523018116,0.015188834154351396,0.015188834154351396
CERSEI LANNISTER,39,0.049689440993788817,0.05823627287853577,0.05777310924369748,0.04579025110782865,0.044382022471910115,0.04211035818005808,0.045103092783505154,0.043591654247391955,0.03889255108767304,0.036060606060606064,0.0417804478427089,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.04220858895705522,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03948576675849403,0.03701312674843985,0.03536184210526316,0.03913211933359163,0.04251420194245922,0.04466287290912226,0.047018348623853214,0.04817197552173231,0.046207104154124025,0.04840801037314508,0.04987531172069826,0.049806382694618775,0.048416407061266875,0.04929221435793731,0.04944987019409074,0.049005511622334054,0.04861030352366554,0.04861111111111111,0.047030775899436494,0.04650917527947691,0.04586026469682979,0.045666633574903207,0.04484304932735426,0.045177277926038886,0.046604651162790695,0.04577528496471865,0.047377178386899026,0.04678412589804995,0.047365796908758515,0.046798029556650245,0.046798029556650245
CLARENZO,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2509752925877764e-4,9.491668424383041e-4,9.233610341643582e-4,8.934776134220193e-4,8.773640085786703e-4,8.57796416317194e-4,8.372093023255813e-4,8.141849104396599e-4,7.881600840704089e-4,7.69757098871023e-4,7.478810038225029e-4,7.389162561576355e-4,7.389162561576355e-4
COOPER,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0559210526315788e-4,1.9372336303758234e-4,1.832508704416346e-4,1.724435247456458e-4,1.63826998689384e-4,1.5691197238349287e-4,1.5051173991571343e-4,1.4407145944388418e-4,1.3854253255749516e-4,1.3352917612498332e-4,1.2980269989615784e-4,1.263902932254803e-4,1.2362467548522686e-4,1.1981787682722263e-4,1.1629259216187928e-4,1.1200716845878136e-4,1.0836584308625921e-4,1.054629824931449e-4,1.0259567046270647e-4,9.927529038022436e-5,9.748488984207447e-5,9.531071292413267e-5,9.302325581395348e-5,9.04649900488511e-5,8.757334267448988e-5,8.552856654122477e-5,8.309788931361143e-5,8.210180623973728e-5,8.210180623973728e-5
CRASTER,43,0,0,0,0,0,0,0,0,0,0,0.004096122337520481,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.00392638036809816,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.0036730945821854912,0.003443081557994405,0.003289473684210526,0.0030995738086013174,0.0029320139270661537,0.0027590963959303327,0.002621231979030144,0.002510591558135886,0.002408187838651415,0.002305143351102147,0.0022166805209199226,0.002136466817999733,0.0020768431983385254,0.0020222446916076846,0.0019779948077636297,0.001917086029235562,0.0018606814745900685,0.0017921146953405018,0.0017338534893801473,0.0016874077198903185,0.0016415307274033036,0.0015884046460835897,0.0015597582374731916,0.0015249714067861228,0.0014883720930232557,0.0014474398407816175,0.001401173482791838,0.0013684570646595963,0.001329566229017783,0.0013136288998357964,0.0013136288998357964
CRESSEN,44,0,0,0,0,0,0,0,0,0,0,0.0019115237575095577,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0017177914110429449,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.0016069788797061523,0.001506348181622552,0.0014391447368421052,0.0013560635412630763,0.0012827560930914422,0.0012071046732195206,0.0011467889908256881,0.00109838380668445,0.001053582179409994,0.001008500216107189,9.697977279024661e-4,9.347042328748832e-4,9.086188992731049e-4,8.84732052578362e-4,8.653727283965879e-4,8.387251377905584e-4,8.14048145133155e-4,7.840501792114696e-4,7.585609016038145e-4,7.382408774520143e-4,7.181696932389454e-4,6.949270326615705e-4,6.823942288945213e-4,6.671749904689287e-4,6.511627906976744e-4,6.332549303419576e-4,6.130133987214292e-4,5.986999657885734e-4,5.8168522519528e-4,5.747126436781609e-4,5.747126436781609e-4
